name,dob,gender,aadhaar_number,address,name_length,name_type,dob_valid,masked_aadhaar,aadhaar_number_length,aadhaar_number_type,address_length,address_type,aadhaar_valid
Christopher Robinson,02/07/1969,Female,XXXX XXXX 9127,"8257 Denise Meadow Suite 225, South Adamville, MT 96987",20,Valid,Valid,Valid,14,Invalid,55.0,Valid,Valid
Aimee Sanchez,08/11/1947,Male,XXXX XXXX 6922,"09920 Edwin Hill, Palmerhaven, ID 94997",13,Valid,Valid,Valid,14,Invalid,39.0,Valid,Valid
Felicia Figueroa,15/12/1946,Other,XXXX XXXX 9798,"82423 Peterson Ranch Apt. 239, Port Tammy, LA 26666",16,Valid,Valid,Valid,14,Invalid,51.0,Valid,Valid
Elizabeth Pittman,11/10/1997,Male,XXXX XXXX 8487,"PSC 2374, Box 5781, APO AE 37740",17,Valid,Valid,Valid,14,Invalid,32.0,Valid,Valid
Brian Lowe,03/04/1985,Male,XXXX XXXX 1997,"5163 Douglas Loaf Suite 996, Blackfurt, AR 03684",10,Valid,Valid,Valid,14,Invalid,48.0,Valid,Valid
Mark Rodriguez,01/03/1980,Female,XXXX XXXX 2669,"7119 Sullivan Trail Suite 205, Taylorhaven, MS 30744",14,Valid,Valid,Valid,14,Invalid,52.0,Valid,Valid
Christian Perez,15/02/1975,Female,XXXX XXXX 9653,"78727 Duarte Walks Suite 190, Diazland, MD 76474",15,Valid,Valid,Valid,14,Invalid,48.0,Valid,Valid
Daniel Lee,09/02/1979,Male,XXXX XXXX 4303,"717 Wiley Heights Apt. 884, Port Haroldland, AK 31254",10,Valid,Valid,Valid,14,Invalid,53.0,Valid,Valid
Jacqueline Butler DDS,19/01/1973,Female,XXXX XXXX 4091,"3428 Heidi Island, Lake Wanda, AS 09554",21,Valid,Valid,Valid,14,Invalid,39.0,Valid,Valid
Mary Stevens,13/07/1955,Other,XXXX XXXX 2681,"80244 Taylor Isle, Damonhaven, ID 73842",12,Valid,Valid,Valid,14,Invalid,39.0,Valid,Valid
Lisa Salas,27/05/1974,Other,XXXX XXXX 2372,"639 Rodriguez Union, Millerhaven, NY 34169",10,Valid,Valid,Valid,14,Invalid,42.0,Valid,Valid
Sergio Reed,05/09/1966,Other,XXXX XXXX 9927,"43961 Allen Grove Apt. 014, Port Brendaberg, WV 08184",11,Valid,Valid,Valid,14,Invalid,53.0,Valid,Valid
Robert Rollins,12/04/1983,Male,XXXX XXXX 9801,"85142 Davis Drive, West Kevin, VA 24425",14,Valid,Valid,Valid,14,Invalid,39.0,Valid,Valid
Sean Torres,06/10/1948,Female,XXXX XXXX 8873,"6314 Wallace Pine Apt. 650, Townsendside, UT 61560",11,Valid,Valid,Valid,14,Invalid,50.0,Valid,Valid
Dawn Reed,15/04/1945,Female,XXXX XXXX 1038,"666 Alexander Walks, New Stevenbury, ND 41515",9,Valid,Valid,Valid,14,Invalid,45.0,Valid,Valid
Jonathan Torres,11/06/1973,Other,XXXX XXXX 7173,"251 Dana Path Suite 374, Clarkville, NJ 99573",15,Valid,Valid,Valid,14,Invalid,45.0,Valid,Valid
Jamie Kelly,23/02/1973,Other,XXXX XXXX 1113,"827 Troy Rue, Anthonyview, WY 31210",11,Valid,Valid,Valid,14,Invalid,35.0,Valid,Valid
Vincent Johnson DVM,21/08/2001,Female,XXXX XXXX 3959,"7440 Robert Expressway Suite 722, North Earl, VI 30678",19,Valid,Valid,Valid,14,Invalid,54.0,Valid,Valid
Dominic Rivera,09/12/1947,Other,XXXX XXXX 0455,"3874 Hess Inlet, Osborneville, RI 16303",14,Valid,Valid,Valid,14,Invalid,39.0,Valid,Valid
Kimberly Kramer,21/02/1964,Other,XXXX XXXX 9017,"008 Matthew Prairie Suite 442, South Sarahview, NE 79325",15,Valid,Valid,Valid,14,Invalid,56.0,Valid,Valid
Cheryl Peterson,07/06/1972,Female,XXXX XXXX 2147,"5871 Morales Rue Apt. 920, New Adam, MS 51896",15,Valid,Valid,Valid,14,Invalid,45.0,Valid,Valid
Brian Gonzalez,09/11/1972,Male,XXXX XXXX 0262,"5689 Frederick Light, Olsonborough, AL 27550",14,Valid,Valid,Valid,14,Invalid,44.0,Valid,Valid
Brittany Liu,18/07/1962,Female,XXXX XXXX 2873,"72788 Barker Divide, West William, NC 00818",12,Valid,Valid,Valid,14,Invalid,43.0,Valid,Valid
Shawn Villegas,26/07/1998,Other,XXXX XXXX 2117,"8052 Porter Lake Apt. 621, Benjaminchester, ND 85623",14,Valid,Valid,Valid,14,Invalid,52.0,Valid,Valid
Kenneth Paul,15/06/1993,Other,XXXX XXXX 4592,"6335 Mary Place Suite 202, Ryanfort, MN 23002",12,Valid,Valid,Valid,14,Invalid,45.0,Valid,Valid
Lisa Fry,03/11/1969,Male,XXXX XXXX 8425,"46288 Jeffrey View, East Jenny, CT 92007",8,Valid,Valid,Valid,14,Invalid,40.0,Valid,Valid
William Wallace,26/12/1971,Other,XXXX XXXX 7440,"9386 Hernandez Island, West Michael, MT 41239",15,Valid,Valid,Valid,14,Invalid,45.0,Valid,Valid
Paula Martin,28/03/2002,Other,XXXX XXXX 7937,"18138 Martin Spurs, South Wendyville, OK 75395",12,Valid,Valid,Valid,14,Invalid,46.0,Valid,Valid
Nicole Palmer,03/10/2001,Other,XXXX XXXX 0234,"43979 Johnson Court, Stevenville, MN 58263",13,Valid,Valid,Valid,14,Invalid,42.0,Valid,Valid
Juan Newman,23/10/2002,Female,XXXX XXXX 5954,"01868 Stephen Stravenue Suite 294, West Jack, VI 63586",11,Valid,Valid,Valid,14,Invalid,54.0,Valid,Valid
Adam Lewis,14/11/1958,Male,XXXX XXXX 2348,"6866 Montgomery Road Suite 609, South Heathershire, LA 00684",10,Valid,Valid,Valid,14,Invalid,60.0,Valid,Valid
Anthony Miller,22/04/1952,Other,XXXX XXXX 5942,"9204 Allen Knolls Apt. 273, Owensfort, OH 72428",14,Valid,Valid,Valid,14,Invalid,47.0,Valid,Valid
Marcia Rodgers,24/01/1992,Female,XXXX XXXX 1731,"7903 Martha Court Apt. 332, Robertaview, AS 91004",14,Valid,Valid,Valid,14,Invalid,49.0,Valid,Valid
Melissa Garcia,29/08/1945,Other,XXXX XXXX 9440,"2763 Mullins Knolls Suite 740, Lake Erinfort, AZ 16645",14,Valid,Valid,Valid,14,Invalid,54.0,Valid,Valid
Anne Pacheco,20/04/1959,Male,XXXX XXXX 1858,"1638 Dana Square, Newmanmouth, WY 48234",12,Valid,Valid,Valid,14,Invalid,39.0,Valid,Valid
Andres Kim,13/01/1999,Other,XXXX XXXX 2536,"4762 Mcdonald Ways Apt. 401, South Christopherstad, MP 42130",10,Valid,Valid,Valid,14,Invalid,60.0,Valid,Valid
Barry Rodriguez,24/12/1994,Other,XXXX XXXX 5209,"82322 Cook Shoal, New Jennifer, KS 41864",15,Valid,Valid,Valid,14,Invalid,40.0,Valid,Valid
Gregory Jackson,28/06/1964,Other,XXXX XXXX 5896,"USS Anderson, FPO AA 31700",15,Valid,Valid,Valid,14,Invalid,26.0,Valid,Valid
Gregory Austin,07/03/1953,Other,XXXX XXXX 1475,"314 Wright Common, East Davidborough, AS 99343",14,Valid,Valid,Valid,14,Invalid,46.0,Valid,Valid
Jacob Cantrell,16/02/1957,Male,XXXX XXXX 7239,"82428 Mason Falls, Fitzgeraldtown, TX 89663",14,Valid,Valid,Valid,14,Invalid,43.0,Valid,Valid
Renee Hernandez,07/10/1986,Other,XXXX XXXX 9534,"3782 Rachel Fork, Paulshire, PR 96788",15,Valid,Valid,Valid,14,Invalid,37.0,Valid,Valid
Brenda Miller,08/06/2006,Female,XXXX XXXX 8227,"7979 Castillo Meadows Apt. 130, South Emilyhaven, UT 28262",13,Valid,Valid,Valid,14,Invalid,58.0,Valid,Valid
Matthew Walker,22/07/1966,Female,XXXX XXXX 1290,"Unit 5287 Box 6318, DPO AP 54600",14,Valid,Valid,Valid,14,Invalid,32.0,Valid,Valid
David Holt,12/08/1977,Male,XXXX XXXX 8457,"Unit 1351 Box 3494, DPO AP 00763",10,Valid,Valid,Valid,14,Invalid,32.0,Valid,Valid
Alexis Smith,21/10/1968,Male,XXXX XXXX 0086,"60386 Holly Field, East Samanthaland, WA 10736",12,Valid,Valid,Valid,14,Invalid,46.0,Valid,Valid
Gary Le,20/06/2001,Other,XXXX XXXX 5620,"10290 Lowe Lake Suite 193, Coxland, KS 01938",7,Valid,Valid,Valid,14,Invalid,44.0,Valid,Valid
Shane Sanford,16/04/1968,Male,XXXX XXXX 6920,"0286 Richards Coves, Greenberg, NY 34749",13,Valid,Valid,Valid,14,Invalid,40.0,Valid,Valid
Crystal Rice,18/03/1976,Other,XXXX XXXX 0132,"838 Elizabeth Mountains, Stephanieland, NE 95277",12,Valid,Valid,Valid,14,Invalid,48.0,Valid,Valid
Jesse Ford,17/11/1947,Male,XXXX XXXX 5829,"89636 Erin Hills Apt. 204, Port Kelly, TX 42386",10,Valid,Valid,Valid,14,Invalid,47.0,Valid,Valid
Jennifer Williams,05/09/1949,Female,XXXX XXXX 6391,"219 Oliver Brook Suite 009, Jeffreytown, SD 92325",17,Valid,Valid,Valid,14,Invalid,49.0,Valid,Valid
Kelly Kim,26/08/1989,Male,XXXX XXXX 4110,"8483 White Shoal Apt. 817, West Melody, PW 07797",9,Valid,Valid,Valid,14,Invalid,48.0,Valid,Valid
Christopher Johnson,06/03/1949,Male,XXXX XXXX 1226,"5771 Elizabeth Ferry, New Jessica, ID 08294",19,Valid,Valid,Valid,14,Invalid,43.0,Valid,Valid
Sylvia Williams,03/02/1999,Other,XXXX XXXX 8024,"2815 Day Village Suite 033, South Thomas, CA 31550",15,Valid,Valid,Valid,14,Invalid,50.0,Valid,Valid
Ms. Jennifer Glenn,11/08/1958,Male,XXXX XXXX 5167,"24756 Kevin Brooks Apt. 523, West Cynthia, AK 21192",18,Valid,Valid,Valid,14,Invalid,51.0,Valid,Valid
Kathryn Stevenson,04/04/1959,Other,XXXX XXXX 6537,"Unit 1360 Box 3461, DPO AP 64985",17,Valid,Valid,Valid,14,Invalid,32.0,Valid,Valid
Roberto Nichols,25/12/1976,Other,XXXX XXXX 5892,"870 David Springs, Matthewside, WA 81346",15,Valid,Valid,Valid,14,Invalid,40.0,Valid,Valid
Frank Phillips,09/08/1997,Female,XXXX XXXX 8090,"022 Ashley Vista Suite 661, Chungland, AL 64439",14,Valid,Valid,Valid,14,Invalid,47.0,Valid,Valid
Lisa Herrera,31/12/2002,Female,XXXX XXXX 0079,"PSC 1174, Box 8589, APO AE 96365",12,Valid,Valid,Valid,14,Invalid,32.0,Valid,Valid
Hannah Stephens,29/06/1944,Male,XXXX XXXX 3303,"509 Weaver Burgs, East Manuelmouth, WI 47572",15,Valid,Valid,Valid,14,Invalid,44.0,Valid,Valid
Joshua Torres,24/04/1988,Other,XXXX XXXX 8411,"753 Dennis Walks, Wisefurt, ID 49406",13,Valid,Valid,Valid,14,Invalid,36.0,Valid,Valid
Dalton Andersen Jr.,02/10/1951,Other,XXXX XXXX 5111,"8807 Susan Stravenue, North Philipborough, UT 86914",19,Valid,Valid,Valid,14,Invalid,51.0,Valid,Valid
Danielle Jones,29/12/1984,Male,XXXX XXXX 8357,"8092 Amy Manor Suite 633, Rebeccaview, NV 17067",14,Valid,Valid,Valid,14,Invalid,47.0,Valid,Valid
Jason Duran,07/04/1969,Female,XXXX XXXX 5632,"98332 Robin Place Suite 155, Port Nicole, NV 39570",11,Valid,Valid,Valid,14,Invalid,50.0,Valid,Valid
Catherine Tucker,09/05/1991,Male,XXXX XXXX 8342,"244 Jones Prairie, New Stephen, GU 16299",16,Valid,Valid,Valid,14,Invalid,40.0,Valid,Valid
Jeanette Ortega,11/03/1977,Male,XXXX XXXX 3980,"07727 Blake Valleys Apt. 634, Port Lisa, UT 22559",15,Valid,Valid,Valid,14,Invalid,49.0,Valid,Valid
Steven Jones,11/07/1972,Female,XXXX XXXX 6427,"5496 Tran Landing, Port Lisaland, HI 27302",12,Valid,Valid,Valid,14,Invalid,42.0,Valid,Valid
Danielle Adams,26/01/2003,Male,XXXX XXXX 3441,"USNV Reed, FPO AA 83692",14,Valid,Valid,Valid,14,Invalid,23.0,Valid,Valid
Bryce Gill,16/11/1973,Female,XXXX XXXX 2740,"12567 Bowen Highway Apt. 396, New Nathan, NE 91011",10,Valid,Valid,Valid,14,Invalid,50.0,Valid,Valid
Dr. Cheryl Smith,14/03/1991,Female,XXXX XXXX 2282,"3559 Bruce Meadows Suite 409, Jacobchester, PR 92372",16,Valid,Valid,Valid,14,Invalid,52.0,Valid,Valid
Jacob Walters,05/08/2001,Other,XXXX XXXX 0771,"30152 Cunningham Curve, Bryantfort, VA 93322",13,Valid,Valid,Valid,14,Invalid,44.0,Valid,Valid
Heather Hogan,09/09/1949,Male,XXXX XXXX 9744,"Unit 1985 Box 1790, DPO AE 52040",13,Valid,Valid,Valid,14,Invalid,32.0,Valid,Valid
Derrick Edwards,21/04/1997,Female,XXXX XXXX 0101,"20053 Philip Extension Apt. 666, Buchananland, MO 02474",15,Valid,Valid,Valid,14,Invalid,55.0,Valid,Valid
Paul Rose,29/11/1956,Female,XXXX XXXX 8701,"240 Christina Crest, Matthewmouth, MS 58406",9,Valid,Valid,Valid,14,Invalid,43.0,Valid,Valid
Elizabeth Adams,08/11/1943,Other,XXXX XXXX 8641,"USNS Johnson, FPO AE 66961",15,Valid,Valid,Valid,14,Invalid,26.0,Valid,Valid
Ryan Kim,26/12/1996,Male,XXXX XXXX 2508,"9271 James Stravenue Apt. 394, Lake Kenneth, MA 33858",8,Valid,Valid,Valid,14,Invalid,53.0,Valid,Valid
Robert Ford,22/07/1974,Other,XXXX XXXX 1866,"7876 Mendez Garden, Leetown, OK 30474",11,Valid,Valid,Valid,14,Invalid,37.0,Valid,Valid
Heather Parrish,12/05/1944,Other,XXXX XXXX 7149,"251 Faulkner Road, South Bianca, AL 67090",15,Valid,Valid,Valid,14,Invalid,41.0,Valid,Valid
Lauren Johnston,25/09/1986,Male,XXXX XXXX 0208,"402 Robert Mission, Jonathanburgh, VT 50605",15,Valid,Valid,Valid,14,Invalid,43.0,Valid,Valid
Susan Meyer,24/12/1986,Female,XXXX XXXX 6368,"897 Courtney Branch Apt. 159, Timothyville, OK 13456",11,Valid,Valid,Valid,14,Invalid,52.0,Valid,Valid
Melissa Knight,14/03/1945,Female,XXXX XXXX 3117,"3681 Palmer Locks Apt. 759, Port Nathan, AZ 32705",14,Valid,Valid,Valid,14,Invalid,49.0,Valid,Valid
Ronald Jordan,20/11/1954,Male,XXXX XXXX 0306,"5541 Bell Port, Gutierrezside, NJ 61122",13,Valid,Valid,Valid,14,Invalid,39.0,Valid,Valid
Patrick Johnson,19/01/1972,Female,XXXX XXXX 8909,"5716 Ortiz Plains, West Donna, CA 84838",15,Valid,Valid,Valid,14,Invalid,39.0,Valid,Valid
Robert Lee,23/05/1961,Other,XXXX XXXX 8784,"322 Johnson Freeway Suite 397, South Bradleystad, CT 02299",10,Valid,Valid,Valid,14,Invalid,58.0,Valid,Valid
Teresa Moody,08/02/1954,Other,XXXX XXXX 8441,"8416 Brandon Locks, Jacquelinehaven, MH 09498",12,Valid,Valid,Valid,14,Invalid,45.0,Valid,Valid
Tanya Peterson,05/06/1964,Other,XXXX XXXX 4146,"996 Eric Groves, North Stephanieville, AL 63636",14,Valid,Valid,Valid,14,Invalid,47.0,Valid,Valid
Shawn Gross,23/06/1982,Other,XXXX XXXX 4355,"6338 Jill Islands Apt. 098, Port Benjamin, VA 42489",11,Valid,Valid,Valid,14,Invalid,51.0,Valid,Valid
David Allen,14/08/1956,Female,XXXX XXXX 5054,"00677 Fox Trace, Gabrielberg, DC 96328",11,Valid,Valid,Valid,14,Invalid,38.0,Valid,Valid
Leslie James,08/08/1976,Male,XXXX XXXX 9715,"PSC 2325, Box 0194, APO AA 89433",12,Valid,Valid,Valid,14,Invalid,32.0,Valid,Valid
Kyle Schultz,13/09/1954,Other,XXXX XXXX 9139,"46266 Kyle Coves Suite 691, Port Kristen, NY 53341",12,Valid,Valid,Valid,14,Invalid,50.0,Valid,Valid
Courtney Williams,19/02/1983,Male,XXXX XXXX 4391,"4191 Zachary Rest Suite 099, Cookmouth, CT 41073",17,Valid,Valid,Valid,14,Invalid,48.0,Valid,Valid
Matthew Hardin,29/07/1962,Male,XXXX XXXX 1294,"77162 Pamela Field Suite 075, Davidland, DC 26965",14,Valid,Valid,Valid,14,Invalid,49.0,Valid,Valid
Christine Ford,01/04/1954,Female,XXXX XXXX 5300,"892 Mcdaniel Port Apt. 639, East Troy, VT 36090",14,Valid,Valid,Valid,14,Invalid,47.0,Valid,Valid
Victor Brewer,22/12/1967,Female,XXXX XXXX 3452,"19236 Raymond Summit, New Benjaminmouth, MH 47503",13,Valid,Valid,Valid,14,Invalid,49.0,Valid,Valid
Gregory Mclean,23/07/1951,Other,XXXX XXXX 3202,"96782 Chan Rue, Burnsberg, GA 60900",14,Valid,Valid,Valid,14,Invalid,35.0,Valid,Valid
Andrea Castro,06/11/1993,Other,XXXX XXXX 2339,"159 Boyer Parks, West Gabrielabury, KY 54507",13,Valid,Valid,Valid,14,Invalid,44.0,Valid,Valid
Richard Johnson,25/03/1964,Female,XXXX XXXX 5761,"9814 Thomas Shoals Suite 743, Lake Brandi, ID 38244",15,Valid,Valid,Valid,14,Invalid,51.0,Valid,Valid
Elizabeth Reed,24/05/1961,Male,XXXX XXXX 8684,"PSC 2096, Box 2466, APO AA 93749",14,Valid,Valid,Valid,14,Invalid,32.0,Valid,Valid
Jessica Lee,07/12/1988,Other,XXXX XXXX 7934,"025 James Rue, East Julietown, TX 54379",11,Valid,Valid,Valid,14,Invalid,39.0,Valid,Valid
Victor Huffman,08/12/1969,Male,XXXX XXXX 0370,"90741 Sullivan Square, Port Deborah, VI 51346",14,Valid,Valid,Valid,14,Invalid,45.0,Valid,Valid
Curtis Martinez,10/04/1999,Female,XXXX XXXX 6282,"563 Lisa Plains Apt. 552, Rodgersfurt, ME 81127",15,Valid,Valid,Valid,14,Invalid,47.0,Valid,Valid
Adam Harris,12/04/1945,Female,XXXX XXXX 8453,"78259 Jennifer Locks Apt. 109, Reyesland, MS 65280",11,Valid,Valid,Valid,14,Invalid,50.0,Valid,Valid
Michelle Collins,07/02/1964,Female,XXXX XXXX 5859,"01942 Moore Underpass, Donaldfurt, OH 71636",16,Valid,Valid,Valid,14,Invalid,43.0,Valid,Valid
Jacqueline Brown,13/01/1978,Other,XXXX XXXX 7956,"USS Wyatt, FPO AA 76509",16,Valid,Valid,Valid,14,Invalid,23.0,Valid,Valid
Tammy Campbell,06/11/2003,Male,XXXX XXXX 3252,"Unit 6485 Box 4511, DPO AP 69456",14,Valid,Valid,Valid,14,Invalid,32.0,Valid,Valid
Tonya Nielsen,17/03/1981,Female,XXXX XXXX 2265,"0204 Valerie Lake, Lake Stacey, AZ 88639",13,Valid,Valid,Valid,14,Invalid,40.0,Valid,Valid
James Thompson,25/12/1994,Male,XXXX XXXX 3297,"993 Elizabeth Plain, Williammouth, KS 33732",14,Valid,Valid,Valid,14,Invalid,43.0,Valid,Valid
Mariah Gonzalez,27/09/1950,Other,XXXX XXXX 1947,"947 Craig Camp Apt. 865, Gonzalezburgh, IL 60502",15,Valid,Valid,Valid,14,Invalid,48.0,Valid,Valid
Jeffrey Kim,27/11/1996,Other,XXXX XXXX 7762,"8395 Roberts Pike, Port Thomasburgh, SC 19860",11,Valid,Valid,Valid,14,Invalid,45.0,Valid,Valid
Donald Kent,26/05/1961,Other,XXXX XXXX 9159,"3374 Garza Freeway, Stoutmouth, LA 21405",11,Valid,Valid,Valid,14,Invalid,40.0,Valid,Valid
Margaret Thornton,27/02/1975,Other,XXXX XXXX 5211,"134 Martha Lights, East Carol, WV 75355",17,Valid,Valid,Valid,14,Invalid,39.0,Valid,Valid
Matthew Hughes,29/02/1948,Male,XXXX XXXX 4472,"USCGC Donovan, FPO AP 19686",14,Valid,Valid,Valid,14,Invalid,27.0,Valid,Valid
Becky Bradshaw,06/10/1982,Other,XXXX XXXX 4563,"3989 Jimmy Motorway, South Meganstad, VT 66168",14,Valid,Valid,Valid,14,Invalid,46.0,Valid,Valid
Samantha Gonzalez,28/08/1969,Male,XXXX XXXX 8604,"9305 Zachary Views Apt. 380, Johnsonmouth, CA 42571",17,Valid,Valid,Valid,14,Invalid,51.0,Valid,Valid
Michael Yates DDS,07/06/1984,Male,XXXX XXXX 1823,"05644 Matthew Ranch Apt. 061, Kevinview, MH 49667",17,Valid,Valid,Valid,14,Invalid,49.0,Valid,Valid
Tim Howard,19/12/1950,Female,XXXX XXXX 2422,"2325 Lopez Skyway, Lake Elizabethshire, DC 88018",10,Valid,Valid,Valid,14,Invalid,48.0,Valid,Valid
Kyle Reyes,15/04/1971,Female,XXXX XXXX 9446,"27524 Peterson Curve Suite 783, Mauricechester, CA 93387",10,Valid,Valid,Valid,14,Invalid,56.0,Valid,Valid
Angel Holloway,11/01/1978,Male,XXXX XXXX 0863,"49178 Christopher Tunnel, Port Kimberly, MI 64399",14,Valid,Valid,Valid,14,Invalid,49.0,Valid,Valid
Katrina Stark,06/09/1946,Male,XXXX XXXX 0141,"50175 Dorothy Mountains, Port Jessica, NE 28567",13,Valid,Valid,Valid,14,Invalid,47.0,Valid,Valid
Bryan Arnold,16/09/2000,Female,XXXX XXXX 8958,"719 Ward Glens, New Lawrenceborough, WY 49307",12,Valid,Valid,Valid,14,Invalid,45.0,Valid,Valid
Brent Sutton,08/09/1984,Female,XXXX XXXX 5438,"55200 Rodriguez Via, Lake Patricia, MO 84554",12,Valid,Valid,Valid,14,Invalid,44.0,Valid,Valid
James Smith,02/10/1983,Male,XXXX XXXX 6681,"5935 Kayla Trace Apt. 311, West Lisastad, OR 80323",11,Valid,Valid,Valid,14,Invalid,50.0,Valid,Valid
David Nelson,28/05/1951,Female,XXXX XXXX 0079,"149 Jesse Trace, Erichaven, VI 32109",12,Valid,Valid,Valid,14,Invalid,36.0,Valid,Valid
William Ward,31-02-2000,Male,56539656123340,"34403 Brett Neck Apt. 111, East Nancy, CT 98154",12,Valid,Invalid,Invalid,14,Invalid,47.0,Valid,Invalid
Julie Warren,06/09/1977,Other,XXXX XXXX 6855,"466 Williams Land, Port Thomas, IN 12399",12,Valid,Valid,Valid,14,Invalid,40.0,Valid,Valid
Megan Hernandez,20/03/1997,Female,XXXX XXXX 5252,"75608 Stacie Glens, East Karenstad, HI 37532",15,Valid,Valid,Valid,14,Invalid,44.0,Valid,Valid
Nicole Barr,01/11/1995,Male,XXXX XXXX 1377,"3261 Patricia Wall, New Keith, VT 75413",11,Valid,Valid,Valid,14,Invalid,39.0,Valid,Valid
Margaret Price,26/01/1987,Male,XXXX XXXX 3554,"213 Brown View Apt. 710, Nancyberg, IN 15462",14,Valid,Valid,Valid,14,Invalid,44.0,Valid,Valid
Mark Scott,20/05/2000,Female,XXXX XXXX 2713,"929 Haney Village Suite 119, Shannonfort, UT 79650",10,Valid,Valid,Valid,14,Invalid,50.0,Valid,Valid
Jennifer Nichols,08/05/1993,Female,XXXX XXXX 6630,"4393 Carrillo Mountain Apt. 583, Griffinmouth, MH 58214",16,Valid,Valid,Valid,14,Invalid,55.0,Valid,Valid
Debra Jenkins,08/02/1972,Male,XXXX XXXX 4765,"039 Klein Roads Suite 248, Margaretton, NE 72332",13,Valid,Valid,Valid,14,Invalid,48.0,Valid,Valid
Jennifer Thomas,19/03/1960,Male,XXXX XXXX 5177,"9684 Martinez Cove, West Joseph, MA 87643",15,Valid,Valid,Valid,14,Invalid,41.0,Valid,Valid
Rhonda Avila,29/11/1968,Female,XXXX XXXX 6505,"87490 Danielle Plains Suite 269, Timothyshire, PA 74551",12,Valid,Valid,Valid,14,Invalid,55.0,Valid,Valid
Taylor Camacho,30/09/1973,Other,XXXX XXXX 7385,"36717 Tiffany Mountains, Westville, IN 01695",14,Valid,Valid,Valid,14,Invalid,44.0,Valid,Valid
Charles Perez,19/09/1983,Other,XXXX XXXX 8737,"USCGC Fuller, FPO AA 98056",13,Valid,Valid,Valid,14,Invalid,26.0,Valid,Valid
Alex Cooper,22/07/1975,Female,XXXX XXXX 6839,"89057 Brenda Spur, Kathleenfurt, WA 71327",11,Valid,Valid,Valid,14,Invalid,41.0,Valid,Valid
James Moore,02/06/1981,Male,XXXX XXXX 2683,"4460 Daniels Stream, South Russell, PR 58464",11,Valid,Valid,Valid,14,Invalid,44.0,Valid,Valid
Timothy Martin,16/08/1947,Male,XXXX XXXX 5380,"791 Reynolds Crest, Longport, AZ 20388",14,Valid,Valid,Valid,14,Invalid,38.0,Valid,Valid
Shannon Rodriguez,02/06/1952,Other,XXXX XXXX 4940,"67588 Kelley Terrace Suite 258, Sheltonburgh, VA 18940",17,Valid,Valid,Valid,14,Invalid,54.0,Valid,Valid
Nicholas Robles,25/12/1968,Other,XXXX XXXX 6206,"6392 Barajas Cove, East Nicholasfurt, MT 06825",15,Valid,Valid,Valid,14,Invalid,46.0,Valid,Valid
Jennifer Harvey,02/08/1996,Other,XXXX XXXX 8560,"3675 Samantha Pines Suite 494, Lake Chadchester, MD 62150",15,Valid,Valid,Valid,14,Invalid,57.0,Valid,Valid
Brian Schwartz,21/06/1963,Other,XXXX XXXX 8257,"PSC 4782, Box 7767, APO AA 47232",14,Valid,Valid,Valid,14,Invalid,32.0,Valid,Valid
Julian Clark PhD,19/07/1970,Male,XXXX XXXX 9484,"5914 Holmes Alley Suite 855, Michaelchester, MS 32610",16,Valid,Valid,Valid,14,Invalid,53.0,Valid,Valid
Brenda Jones,02/01/2003,Female,XXXX XXXX 5106,"8334 Morse Plain, Charlesmouth, MI 25001",12,Valid,Valid,Valid,14,Invalid,40.0,Valid,Valid
Kylie Barker,10/10/1973,Female,XXXX XXXX 3465,"918 Edwards Ranch Apt. 360, Port Stacieborough, UT 84353",12,Valid,Valid,Valid,14,Invalid,56.0,Valid,Valid
Michael Alvarez,03/12/1995,Male,XXXX XXXX 7888,"Unit 4812 Box 6915, DPO AE 24735",15,Valid,Valid,Valid,14,Invalid,32.0,Valid,Valid
Jared Miller,17/03/1994,Male,XXXX XXXX 9190,"65546 Dustin Pass Suite 044, Port Wandaport, WI 21921",12,Valid,Valid,Valid,14,Invalid,53.0,Valid,Valid
Amanda Jackson,03/05/1959,Female,XXXX XXXX 2208,"5264 Audrey Expressway, South Ryan, NV 16664",14,Valid,Valid,Valid,14,Invalid,44.0,Valid,Valid
Karla Phillips,20/03/1995,Female,XXXX XXXX 9086,"USS Rios, FPO AP 67083",14,Valid,Valid,Valid,14,Invalid,22.0,Valid,Valid
Michael Johnson,01/06/1952,Other,XXXX XXXX 6572,"250 Aaron Lodge Apt. 952, West Glennview, IN 99640",15,Valid,Valid,Valid,14,Invalid,50.0,Valid,Valid
Spencer Fisher,15/06/1981,Other,XXXX XXXX 3313,"632 Richardson Mall Apt. 972, Brucebury, OK 19626",14,Valid,Valid,Valid,14,Invalid,49.0,Valid,Valid
Shawn Rivera,20/10/1960,Female,XXXX XXXX 7321,"4122 Michael Freeway, South Elizabethmouth, NV 88012",12,Valid,Valid,Valid,14,Invalid,52.0,Valid,Valid
Ariana Mccarthy,30/04/1997,Female,XXXX XXXX 7198,"292 James Club Apt. 773, North Heatherfort, NV 69388",15,Valid,Valid,Valid,14,Invalid,52.0,Valid,Valid
Kirsten Love,22/02/1999,Other,XXXX XXXX 9009,"541 Harrison Trafficway Suite 933, New Evanside, CT 74781",12,Valid,Valid,Valid,14,Invalid,57.0,Valid,Valid
Kimberly Parks,28/08/1974,Female,XXXX XXXX 8623,"Unit 5974 Box 3864, DPO AA 05783",14,Valid,Valid,Valid,14,Invalid,32.0,Valid,Valid
